customerid,cuscode,customer,total_sales_value,avg_invoice_value,invoice_count,active_months,first_purchase,last_purchase,unique_products,unique_categories,top_category,relationship_years,recency_days,purchase_frequency,category_concentration,behaviour_cluster,cluster_name,pca_x,pca_y
13591000000486,10131,Matcha Lotus Beverages,669599982.06,8547.466549994255,13938,91,2018-04-30,2025-10-10,94,3,RETAIL,7.45,102,153.165,0.3333,2,Churned / Inactive,26.726574495057108,38.077463041819215
13591000000489,10132,Black Gold Lotus Trading 438,2866885.11,9954.4621875,29,21,2018-06-22,2025-10-01,38,2,RETAIL,7.28,111,1.381,0.5,4,High Value One-Off,1.7891220039522748,-1.2774804918353495
13591000000491,10134,Oolong Willow Beverages C68,22170057.05,13141.705423829284,634,53,2018-04-30,2024-12-24,271,3,RETAIL,6.65,392,11.962,0.3333,4,High Value One-Off,5.528462458942441,0.2449264631778191
13591000000493,10135,Golden Bud Clover Exports,1759652902.85,87232.44610598849,2559,91,2018-04-04,2025-10-10,130,3,RETAIL,7.52,102,28.121,0.3333,0,Loyal Medium Buyers,13.920684146592176,14.788364968702465
13591000000496,10136,Silver Tip Maple Trading AF8,2907568.82,29669.069591836735,49,40,2018-06-12,2025-09-11,13,3,FOOD SERVICE,7.25,131,1.225,0.3333,4,High Value One-Off,2.8598453433278452,-1.9885262794531158
13591000000498,10137,Ceylon Hibiscus Trading 78E,3742656.56,15858.714237288135,69,23,2018-04-30,2020-09-09,42,1,RETAIL,2.36,1959,3.0,1.0,1,High Frequency Buyers,-0.5475798830990894,0.7716656888447968
13591000000502,10139,GreenLeaf Bamboo Tea Works 064,184102.84,12273.522666666666,4,3,2018-08-16,2019-01-16,14,2,RETAIL,0.42,2561,1.333,0.5,1,High Frequency Buyers,-0.4241618065104182,-0.11142891670168782
13591000000504,10140,Oolong Bamboo Imports 245,3798544.0,12293.022653721682,200,78,2018-04-30,2025-10-02,15,3,FOOD SERVICE,7.43,110,2.564,0.3333,4,High Value One-Off,3.887879747175675,-1.8745378860450232
13591000000506,10141,Golden Bud Sage Distributors,28640773.28,23437.621342062193,103,60,2018-04-30,2025-10-03,54,1,RETAIL,7.43,109,1.717,1.0,3,Strategic High-Value,1.5594601751456358,-0.24026982736227845
13591000000508,10142,Darjeeling Orchid Beverages,825480.0,10191.111111111111,53,22,2018-04-30,2020-01-16,12,2,FOOD SERVICE,1.71,2196,2.409,0.5,4,High Value One-Off,0.3508441206832601,-0.2171214342313115
13591000000513,10144,Darjeeling Rosewood Tea Co.,17888563.73,15289.37070940171,780,89,2018-04-30,2025-10-09,94,3,FOOD SERVICE,7.44,103,8.764,0.3333,4,High Value One-Off,5.4164316626559765,-0.34397275004748334
13591000000515,10145,Matcha Lotus Imports 8A2,157648.0,4636.705882352941,18,15,2018-04-30,2022-09-29,14,2,FOOD SERVICE,4.42,1209,1.2,0.5,4,High Value One-Off,0.7833550008134941,-0.8148785246462902
13591000000517,10146,TeaLeaf Jasmine Tea Co. 1EA,53591395.8,22470.186918238993,337,84,2018-04-30,2025-10-08,24,1,RETAIL,7.44,104,4.012,1.0,3,Strategic High-Value,2.301922406417861,0.34006371533777785
13591000000519,10147,Sencha Lotus Tea Works C4A,162610.63,12508.51,7,7,2019-10-01,2025-03-03,7,2,RETAIL,5.42,323,1.0,0.5,4,High Value One-Off,0.973769749669439,-1.0922512967987847
13591000000521,10149,Assam Jasmine Tea Co. 67B,224270.0,7008.4375,21,14,2018-04-30,2023-03-14,15,1,FOOD SERVICE,4.87,1043,1.5,1.0,3,Strategic High-Value,-0.3966522465560849,0.14447450125835343
13591000000523,10150,Darjeeling Orchid Distributors DC2,5791813.03,5458.8247219604145,120,72,2018-04-30,2025-09-11,46,2,RETAIL,7.37,131,1.667,0.5,4,High Value One-Off,2.9845467536964247,-1.4145156946808677
13591000000525,10151,Oolong Orchid Beverages C67,1301502.32,15133.747906976745,39,33,2018-04-30,2025-10-02,11,3,FOOD SERVICE,7.43,110,1.182,0.3333,4,High Value One-Off,2.7215456503403868,-1.995610681265258
13591000000527,10152,GreenLeaf Ivy Exports 9AC,59044.0,4217.428571428572,6,4,2018-04-30,2021-07-15,10,2,FOOD SERVICE,3.21,1650,1.5,0.5,4,High Value One-Off,0.2455424645284888,-0.5311035000473083
13591000000529,10153,TeaLeaf Cedar Distributors 749,8200099.68,22969.466890756303,165,73,2018-04-30,2025-10-10,33,3,FOOD SERVICE,7.45,102,2.26,0.3333,4,High Value One-Off,3.8530563063609167,-1.8995016935337659
13591000000531,10154,Silver Tip Jasmine Trading AE0,31181296.0,123735.30158730158,203,82,2018-04-30,2025-10-09,12,3,RETAIL,7.44,103,2.476,0.3333,4,High Value One-Off,4.031011829131921,-1.7291412882746557
13591000000533,10155,GreenLeaf Magnolia Imports 89C,1000983.03,43521.001304347825,16,10,2018-05-08,2025-01-29,11,3,FOOD SERVICE,6.73,356,1.6,0.3333,4,High Value One-Off,2.082339713661832,-1.7230433531510176
13591000000535,10156,Oolong Sage Beverages 9D6,3511026.0,13149.91011235955,125,59,2018-04-30,2025-09-22,16,2,FOOD SERVICE,7.4,120,2.119,0.5,4,High Value One-Off,2.5891471413237803,-1.298329589606898
13591000000537,10158,GreenLeaf Maple Exports 276,10384366.42,40249.48224806201,191,86,2018-04-30,2025-10-01,43,3,RETAIL,7.42,111,2.221,0.3333,4,High Value One-Off,4.189354976647508,-1.9267680712899398
13591000000539,10159,Golden Bud Jasmine Imports,1279920.0,32818.46153846154,28,21,2018-04-30,2020-02-17,2,1,RETAIL,1.8,2164,1.333,1.0,1,High Frequency Buyers,-1.0879984908188514,0.604467638790135
13591000000541,10160,Oolong Maple Distributors E31,362480.0,9062.0,28,26,2018-05-31,2021-11-26,3,2,RETAIL,3.49,1516,1.077,0.5,4,High Value One-Off,0.7310493859477618,-0.7370923107834054
13591000000545,10162,White Pearl Magnolia Tea Works 304,218400.0,27300.0,8,8,2018-07-04,2021-05-20,1,1,FOOD SERVICE,2.88,1706,1.0,1.0,1,High Frequency Buyers,-1.1121102356455064,0.4167268387055736
13591000000547,10163,TeaLeaf Hibiscus Distributors C15,23814851.04,26343.861769911502,290,86,2018-04-30,2025-10-07,144,3,RETAIL,7.44,105,3.372,0.3333,4,High Value One-Off,4.924146739982001,-1.5674194622500992
13591000000550,10164,GreenLeaf Willow Holdings,2714725.07,7417.281612021858,28,26,2018-04-30,2025-02-28,30,1,RETAIL,6.83,326,1.077,1.0,3,Strategic High-Value,0.40310339559033037,-0.27434529609620467
13591000000552,10165,Darjeeling Bamboo Trading,1996840.0,8285.643153526971,156,72,2018-04-30,2025-10-02,15,3,FOOD SERVICE,7.43,110,2.167,0.3333,4,High Value One-Off,3.7003555129764996,-1.954975988599784
13591000000554,10166,Matcha Cedar Distributors DA5,2430484.06,8101.613533333333,123,66,2018-04-30,2025-04-24,17,3,FOOD SERVICE,6.98,271,1.864,0.3333,4,High Value One-Off,3.434043287240347,-1.922214640224293
13591000000556,10167,Darjeeling Rosewood Holdings,1149973.52,12499.712173913043,78,63,2018-04-30,2025-09-03,8,2,RETAIL,7.35,139,1.238,0.5,4,High Value One-Off,2.517019920951878,-1.4963189805365538
13591000000558,10168,White Pearl Rosewood Tea Co.,1664468.0,13755.933884297521,61,45,2018-04-30,2025-09-18,11,3,FOOD SERVICE,7.39,124,1.356,0.3333,4,High Value One-Off,2.9880652103475867,-2.00966378283773
13591000000560,10169,TeaLeaf Fern Trading 2E0,1976504.0,11424.878612716762,98,50,2018-04-30,2025-09-26,21,3,FOOD SERVICE,7.41,116,1.96,0.3333,4,High Value One-Off,3.2171735505241594,-1.91941083054132
13591000000562,10170,White Pearl Magnolia Tea Works,3112250.0,18415.68047337278,83,52,2018-04-30,2025-09-30,10,2,FOOD SERVICE,7.42,112,1.596,0.5,4,High Value One-Off,2.3512604399658126,-1.3799178652067425
13591000000564,10171,Darjeeling Lotus Tea Works,758334.6,12853.128813559322,39,32,2018-05-17,2025-08-07,5,3,FOOD SERVICE,7.23,166,1.219,0.3333,4,High Value One-Off,2.625757196979301,-1.9607798431007455
13591000000568,10173,GreenLeaf Maple Beverages,180850.0,5167.142857142857,12,11,2018-04-30,2020-01-17,5,1,FOOD SERVICE,1.72,2195,1.091,1.0,1,High Frequency Buyers,-1.3263857545772444,0.6187055604900086
13591000000570,10174,Matcha Hibiscus Beverages,30200.0,7550.0,2,2,2018-04-30,2018-05-14,3,2,FOOD SERVICE,0.04,2808,1.0,0.5,1,High Frequency Buyers,-0.654823826872379,-0.06295918170428945
13591000000574,10176,Matcha Hibiscus Distributors D2D,396238.14,11006.615,17,11,2024-03-14,2025-07-24,12,3,FOOD SERVICE,1.36,180,1.545,0.3333,4,High Value One-Off,1.4578060784582663,-1.3608613224424018
13591000000580,10179,Assam Rosewood Tea Co.,8545295.65,26293.217384615386,190,64,2018-04-30,2025-10-10,30,2,RETAIL,7.45,102,2.969,0.5,4,High Value One-Off,2.897068891910875,-1.115643612177913
13591000000584,10181,Silver Tip Hibiscus Distributors,21511234.21,46763.55263043479,91,32,2018-05-31,2025-01-31,16,1,RETAIL,6.67,354,2.844,1.0,3,Strategic High-Value,0.6397403692778472,0.11806232031870707
13591000000586,10182,Matcha Bamboo Holdings,10800.0,10800.0,1,1,2022-06-24,2022-06-24,1,1,RETAIL,0.0,1306,1.0,1.0,1,High Frequency Buyers,-1.5110587394631974,0.5787329341924567
13591000000589,10183,Matcha Maple Tea Works,13000931.74,32913.75124050633,308,90,2018-04-30,2025-10-03,27,3,RETAIL,7.43,109,3.422,0.3333,4,High Value One-Off,4.362958692262516,-1.642780611275731
13591000000591,10184,Oolong Orchid Exports 970,4416827.84,31104.421408450704,72,56,2018-04-30,2025-09-25,27,2,RETAIL,7.41,117,1.286,0.5,4,High Value One-Off,2.4957382702303925,-1.4412968927878862
13591000000594,10185,Assam Palm Distributors 976,94250910.72,21873.03567417034,477,88,2018-04-30,2025-07-01,144,3,RETAIL,7.17,203,5.42,0.3333,4,High Value One-Off,5.400994701264636,-0.6215431018037785
13591000000598,10187,Golden Bud Ivy Beverages,17150.0,4287.5,4,4,2018-07-03,2019-01-08,1,1,FOOD SERVICE,0.52,2569,1.0,1.0,1,High Frequency Buyers,-1.7812789499833586,0.820102895843727
13591000000600,10188,Silver Tip Magnolia Holdings,4367482.0,26794.36809815951,83,60,2018-04-30,2025-08-29,22,2,FOOD SERVICE,7.33,144,1.383,0.5,4,High Value One-Off,2.547264577411749,-1.428307126667286
13591000000602,10189,Assam Maple Distributors 22F,1343500.0,16586.41975308642,56,40,2018-04-30,2025-07-18,12,3,FOOD SERVICE,7.22,186,1.4,0.3333,4,High Value One-Off,2.845907492688145,-1.9543883961101058
13591000000604,10190,Black Gold Willow Tea Works 258,2384472.0,20037.579831932773,48,30,2018-07-19,2025-10-01,29,3,RETAIL,7.2,111,1.6,0.3333,4,High Value One-Off,2.7613360439912973,-1.8876421759432136
13591000000606,10191,Oolong Lotus Tea Co. 8AC,855004.0,8814.474226804125,69,42,2018-04-30,2025-10-10,6,2,FOOD SERVICE,7.45,102,1.643,0.5,4,High Value One-Off,2.1173593178268764,-1.3527279840081134
13591000000614,10197,Golden Bud Bamboo Beverages,10313297.87,8975.890226283724,140,75,2018-04-30,2025-10-03,58,3,RETAIL,7.43,109,1.867,0.3333,4,High Value One-Off,3.986800873448368,-1.9731187492892102
13591000000616,10198,GreenLeaf Fern Beverages,558224.99,50747.726363636364,8,7,2023-05-24,2025-07-23,5,1,RETAIL,2.17,181,1.143,1.0,1,High Frequency Buyers,-0.7101502688217428,0.14245094579911033
13591000000618,10199,Golden Bud Bamboo Distributors,3565860.27,18967.341861702127,43,35,2018-04-30,2025-09-18,36,1,RETAIL,7.39,124,1.229,1.0,3,Strategic High-Value,0.7809531260771275,-0.37469523724618276
13591000000620,10200,Matcha Maple Distributors D18,187500.0,187500.0,1,1,2023-09-08,2023-09-08,1,1,GLOBAL,0.0,865,1.0,1.0,1,High Frequency Buyers,-1.3902397404234828,0.49820468173594373
13591000000622,10201,Darjeeling Rosewood Trading,2870608.66,14951.086770833334,162,72,2018-04-30,2025-09-18,33,2,FOOD SERVICE,7.39,124,2.25,0.5,4,High Value One-Off,2.978590859064172,-1.3114793879960456
13591000000626,10203,Black Gold Hibiscus Exports,2969731.28,18795.767594936708,64,34,2018-07-10,2025-06-16,29,2,RETAIL,6.93,218,1.882,0.5,4,High Value One-Off,1.9866571775841275,-1.1969238454490363
13591000000628,10205,White Pearl Magnolia Exports,220715.25,5808.296052631579,25,23,2018-05-14,2024-01-23,9,2,FOOD SERVICE,5.69,728,1.087,0.5,4,High Value One-Off,1.2402245740851756,-1.080571101825086
13591000000630,10206,Silver Tip Maple Tea Co. 43D,5731148.97,18914.68306930693,151,55,2019-12-03,2025-10-07,66,3,FOOD SERVICE,5.85,105,2.745,0.3333,4,High Value One-Off,3.4592794868823105,-1.6355145130406312
13591000000632,10207,Black Gold Hibiscus Imports,2729350.0,10830.753968253968,186,71,2018-04-30,2025-10-02,22,3,FOOD SERVICE,7.43,110,2.62,0.3333,4,High Value One-Off,3.7706015652355047,-1.849704411439218
13591000000634,10208,Silver Tip Clover Imports B3A,312240.0,62448.0,5,5,2018-11-05,2021-09-29,3,1,RETAIL,2.9,1574,1.0,1.0,1,High Frequency Buyers,-1.1245491143099777,0.40348243486567814
13591000000636,10209,Golden Bud Bamboo Exports 104,13949992.04,23805.447167235492,246,76,2018-04-30,2025-10-03,53,3,FOOD SERVICE,7.43,109,3.237,0.3333,4,High Value One-Off,4.158399342832129,-1.6535156571702128
13591000000638,10210,Black Gold Palm Tea Co. 651,210984.0,10046.857142857143,14,14,2018-04-30,2020-02-13,3,2,RETAIL,1.79,2168,1.0,0.5,4,High Value One-Off,0.03610885187727759,-0.4061760803049527
13591000000640,10211,Matcha Maple Beverages CAE,2541698.0,39103.04615384615,45,36,2018-04-30,2025-10-03,13,2,FOOD SERVICE,7.43,109,1.25,0.5,4,High Value One-Off,1.9848449608780072,-1.3767532327107967
13591000000642,10212,Oolong Orchid Beverages,68730.0,9818.57142857143,3,3,2018-09-27,2019-01-11,5,2,FOOD SERVICE,0.29,2566,1.0,0.5,1,High Frequency Buyers,-0.5128351348266196,-0.14342884572414674
13591000000644,10213,Oolong Cedar Imports,6841929.67,13521.600138339922,80,51,2018-05-14,2025-09-25,59,1,RETAIL,7.37,117,1.569,1.0,3,Strategic High-Value,1.2933153913614304,-0.35917018089360636
13591000000646,10214,Herbal Willow Trading,1617471.71,21282.5225,67,52,2018-04-30,2025-04-07,10,1,RETAIL,6.94,288,1.288,1.0,3,Strategic High-Value,0.8967050508169429,-0.37988592877084654
13591000000648,10215,Darjeeling Lotus Imports 9AD,3497670.0,13716.35294117647,175,81,2018-04-30,2025-10-09,10,3,FOOD SERVICE,7.44,103,2.16,0.3333,4,High Value One-Off,3.880857251884235,-1.9784464104164163
13591000000650,10216,Oolong Willow Distributors DAD,1144532.0,14130.024691358025,23,15,2018-04-30,2024-07-12,13,2,FOOD SERVICE,6.2,557,1.533,0.5,4,High Value One-Off,1.2474174456659544,-1.0550652391969715
13591000000652,10217,Silver Tip Willow Beverages,746241.0,14350.788461538461,51,47,2018-04-30,2025-09-15,5,2,RETAIL,7.38,127,1.085,0.5,4,High Value One-Off,2.147600434223543,-1.461682716912824
13591000000654,10218,Golden Bud Cedar Holdings 4E8,201108.0,14364.857142857143,10,6,2018-04-30,2023-04-03,10,1,RETAIL,4.93,1023,1.667,1.0,3,Strategic High-Value,-0.5722605667666274,0.1885903983324316
13591000000660,10221,Black Gold Willow Distributors FE1,5602260.06,6823.70287454324,75,45,2018-04-30,2025-09-22,94,2,RETAIL,7.4,120,1.667,0.5,4,High Value One-Off,2.6561830510648674,-1.3097023118676863
13591000000662,10222,Silver Tip Bamboo Tea Works,7386623.5,49574.654362416106,124,72,2018-04-30,2025-10-07,18,3,RETAIL,7.44,105,1.722,0.3333,4,High Value One-Off,3.679454934147756,-2.0139337756241984
13591000000664,10223,Black Gold Cedar Distributors 719,41685.0,4168.5,2,1,2021-09-07,2021-09-15,8,1,RETAIL,0.02,1588,2.0,1.0,1,High Frequency Buyers,-1.4956197156384012,0.7644090932093507
13591000000666,10224,Assam Willow Holdings,3258575.68,17425.538395721927,51,43,2018-05-14,2025-08-28,28,1,RETAIL,7.29,145,1.186,1.0,3,Strategic High-Value,0.8858480421419487,-0.4079034846879079
13591000000668,10225,GreenLeaf Fern Tea Co.,6340250.0,26091.56378600823,165,69,2018-04-30,2025-10-07,17,3,FOOD SERVICE,7.44,105,2.391,0.3333,4,High Value One-Off,3.6853170844883407,-1.8716652490396095
13591000000670,10226,Ceylon Sage Distributors 242,1573944.76,39348.619,15,13,2018-05-21,2025-01-21,20,2,GLOBAL,6.67,364,1.154,0.5,4,High Value One-Off,1.334984677389769,-1.1742411929961574
13591000000672,10227,Matcha Bamboo Holdings 10C,2433534.43,156.7998988402062,629,69,2018-04-30,2024-11-06,493,3,RETAIL,6.52,440,9.116,0.3333,0,Loyal Medium Buyers,6.75609448142878,-0.2610812716055579
13591000000674,10228,Matcha Maple Exports,11453087.46,17512.36614678899,505,90,2018-04-30,2025-10-09,51,3,FOOD SERVICE,7.44,103,5.611,0.3333,4,High Value One-Off,4.778680982636444,-1.132561492412702
13591000000676,10229,White Pearl Hibiscus Imports,998942.0,10515.17894736842,79,46,2018-04-30,2022-12-08,20,2,RETAIL,4.61,1139,1.717,0.5,4,High Value One-Off,1.5822387739467365,-0.8841671669499871
13591000000678,10230,Oolong Hibiscus Distributors,1434510.0,119542.5,7,4,2021-12-31,2022-11-10,12,2,RETAIL,0.86,1167,1.75,0.5,4,High Value One-Off,0.10941797934883708,-0.40572723447921066
13591000000683,10232,GreenLeaf Orchid Holdings 894,9463100.0,111330.58823529411,85,72,2018-05-07,2025-09-15,8,2,FOOD SERVICE,7.36,127,1.181,0.5,4,High Value One-Off,2.724834556250033,-1.4891785531086372
13591000000685,10233,White Pearl Fern Exports,218256.0,15589.714285714286,9,9,2018-04-30,2020-07-06,4,1,RETAIL,2.18,2024,1.0,1.0,1,High Frequency Buyers,-1.2670118320817763,0.5409075716916915
13591000000687,10234,Black Gold Palm Tea Works,951393.4,9808.179381443299,71,52,2018-04-30,2025-10-02,27,3,FOOD SERVICE,7.43,110,1.365,0.3333,4,High Value One-Off,3.2332355761489593,-2.046258766017901
13591000000689,10235,Oolong Magnolia Beverages,173954.0,6690.538461538462,14,12,2019-01-04,2024-02-01,6,2,FOOD SERVICE,5.08,719,1.167,0.5,4,High Value One-Off,0.9169781547641984,-0.9741266586153052
13591000000693,10237,Oolong Jasmine Exports A4C,5847786.8,24884.199148936168,136,70,2018-04-30,2025-10-10,30,3,FOOD SERVICE,7.45,102,1.943,0.3333,4,High Value One-Off,3.7253035555366316,-1.9717665051888353
13591000000695,10238,Oolong Willow Exports,25920.0,12960.0,2,2,2018-04-30,2018-05-15,1,1,RETAIL,0.04,2807,1.0,1.0,1,High Frequency Buyers,-1.9640649285528857,0.9243933921358113
13591000000697,10239,Golden Bud Lotus Holdings,1312700.0,10672.357723577235,79,51,2018-04-30,2025-01-31,9,3,FOOD SERVICE,6.76,354,1.549,0.3333,4,High Value One-Off,2.9698959300855847,-1.8982321151053105
13591000000699,10240,White Pearl Bamboo Exports,155360.0,7398.0952380952385,20,19,2018-06-01,2020-03-03,3,2,FOOD SERVICE,1.75,2149,1.053,0.5,4,High Value One-Off,0.14796151104599814,-0.42403314536645775
13591000000701,10241,Golden Bud Orchid Holdings E61,325770093.23,31708.20451917462,654,80,2018-04-30,2025-10-09,657,3,RETAIL,7.44,103,8.175,0.3333,0,Loyal Medium Buyers,9.0941840338361,1.4189405408686115
13591000000703,10244,Herbal Jasmine Exports,10900.0,5450.0,1,1,2018-12-03,2018-12-03,2,1,FOOD SERVICE,0.0,2605,1.0,1.0,1,High Frequency Buyers,-1.9200169833986718,0.8838383660270519
13591000000705,10245,Herbal Fern Trading,1339382.0,27334.326530612245,46,42,2018-04-30,2025-09-15,4,2,FOOD SERVICE,7.38,127,1.095,0.5,4,High Value One-Off,2.036585180653558,-1.4319519663134046
13591000000707,10246,Matcha Fern Exports,22280.0,5570.0,4,4,2018-11-02,2020-02-26,3,2,FOOD SERVICE,1.32,2155,1.0,0.5,1,High Frequency Buyers,-0.23513314092977655,-0.3269713338169611
13591000000715,10250,Sencha Magnolia Distributors BCB,31292035.0,260766.95833333334,115,65,2018-11-16,2025-10-03,10,3,FOOD SERVICE,6.88,109,1.769,0.3333,4,High Value One-Off,3.4676101658210814,-1.763871321954329
13591000000717,10251,White Pearl Maple Distributors,2590050.0,11935.714285714286,155,76,2018-04-30,2025-08-21,8,2,FOOD SERVICE,7.31,152,2.039,0.5,4,High Value One-Off,2.8893759689310627,-1.3629920847762158
13591000000719,10252,Sencha Bamboo Exports,227450.0,3610.3174603174602,23,11,2018-06-05,2020-09-22,7,2,FOOD SERVICE,2.3,1946,2.091,0.5,4,High Value One-Off,0.2109427301468922,-0.3387466521840063
13591000000723,10254,TeaLeaf Cedar Holdings,1355596.05,9682.828928571429,75,41,2018-04-30,2025-05-05,24,2,FOOD SERVICE,7.01,260,1.829,0.5,4,High Value One-Off,2.1020618786518273,-1.2389307989042744
13591000000725,10255,Matcha Fern Tea Co. 457,59600.0,5960.0,10,6,2019-05-21,2020-01-16,4,2,FOOD SERVICE,0.66,2196,1.667,0.5,1,High Frequency Buyers,-0.2411313867388878,-0.18965301433901036
13591000000727,10256,Black Gold Willow Tea Co.,1382158.0,24248.385964912282,42,38,2018-04-30,2025-09-25,6,3,FOOD SERVICE,7.41,117,1.105,0.3333,4,High Value One-Off,2.7896483472734754,-2.0268456946941233
13591000000729,10257,TeaLeaf Lotus Holdings,1656850.0,25490.0,54,48,2018-04-30,2024-06-27,4,1,FOOD SERVICE,6.16,572,1.125,1.0,3,Strategic High-Value,0.5686339031422833,-0.2643506943384521
13591000000731,10258,GreenLeaf Bamboo Tea Works,576419.84,7296.453670886075,48,41,2018-04-30,2025-03-06,7,3,FOOD SERVICE,6.85,320,1.171,0.3333,4,High Value One-Off,2.7264169816165924,-1.9441461835622025
13591000000737,10261,White Pearl Sage Tea Works,826728.0,68894.0,12,12,2020-07-22,2023-08-28,2,1,RETAIL,3.1,876,1.0,1.0,1,High Frequency Buyers,-0.7302369715684274,0.1943866864551826
13591000000739,10262,Silver Tip Orchid Tea Works,462000.0,33000.0,14,14,2018-04-30,2020-08-11,1,1,RETAIL,2.28,1988,1.0,1.0,1,High Frequency Buyers,-1.1527782783931,0.5042571893788167
13591000000741,10263,Matcha Lotus Distributors 86F,544966.68,15570.476571428573,29,25,2018-04-30,2025-06-02,11,3,RETAIL,7.09,232,1.16,0.3333,4,High Value One-Off,2.461635037384178,-1.9123234006290941
13591000000743,10264,TeaLeaf Cedar Distributors,161618.0,7346.272727272727,15,13,2018-04-30,2020-08-10,4,2,FOOD SERVICE,2.28,1989,1.154,0.5,4,High Value One-Off,0.15315654863091305,-0.4616359619803526
13591000000745,10265,Matcha Rosewood Trading F72,1015585.45,19913.44019607843,36,27,2018-04-30,2025-07-18,19,1,RETAIL,7.22,186,1.333,1.0,3,Strategic High-Value,0.47662999459927535,-0.3133463726093573
13591000000747,10266,Black Gold Rosewood Tea Co.,636118.0,9219.101449275362,47,37,2018-05-17,2025-04-10,6,2,FOOD SERVICE,6.9,285,1.27,0.5,4,High Value One-Off,1.842433331449167,-1.3109798545237807
13591000000749,10267,Silver Tip Rosewood Beverages 5B5,260150.0,4409.322033898305,31,28,2018-04-30,2025-09-25,7,2,FOOD SERVICE,7.41,117,1.107,0.5,4,High Value One-Off,1.7598776045258795,-1.379667304985259
13591000000751,10268,Herbal Maple Holdings 5B6,2131127.63,37388.204035087714,55,47,2018-04-30,2025-09-29,11,2,RETAIL,7.42,113,1.17,0.5,4,High Value One-Off,2.1994962252152965,-1.4405634482141936
13591000000753,10269,Herbal Orchid Distributors,2166840.0,67713.75,32,31,2018-04-30,2022-11-14,1,1,RETAIL,4.54,1163,1.032,1.0,3,Strategic High-Value,-0.22494360672257419,0.07225011275841407
13591000000759,10272,GreenLeaf Sage Exports,2413118.0,34972.72463768116,47,44,2018-04-30,2025-09-11,12,2,FOOD SERVICE,7.37,131,1.068,0.5,4,High Value One-Off,2.1193415167010587,-1.4354742973332486
13591000000762,10273,Silver Tip Bamboo Beverages A42,120240.0,8016.0,9,6,2018-04-30,2022-04-25,11,2,FOOD SERVICE,3.99,1366,1.5,0.5,4,High Value One-Off,0.48728383187225566,-0.6663567539162174
13591000000768,10276,Darjeeling Bamboo Exports,124960.0,7350.588235294118,16,10,2018-04-30,2019-01-28,3,2,RETAIL,0.75,2549,1.6,0.5,1,High Frequency Buyers,-0.26468846008879615,-0.13741786981775514
13591000000774,10279,Golden Bud Magnolia Tea Co. 47B,7867698.0,19096.35436893204,250,81,2018-04-30,2025-09-25,29,3,FOOD SERVICE,7.41,117,3.086,0.3333,4,High Value One-Off,4.10271609147124,-1.733848916523022
13591000000782,10283,Oolong Sage Exports 826,29887.0,9962.333333333334,2,2,2019-03-19,2019-09-26,3,2,RETAIL,0.52,2308,1.0,0.5,1,High Frequency Buyers,-0.4323282365550251,-0.2180516012700178
13591000000784,10284,White Pearl Palm Tea Works,41450.0,13816.666666666666,3,3,2019-02-15,2020-02-03,2,1,FOOD SERVICE,0.97,2178,1.0,1.0,1,High Frequency Buyers,-1.6143301668308632,0.6989118657874327
13591000000788,10286,Black Gold Bamboo Trading,269890.0,8178.484848484848,33,32,2018-04-30,2025-09-11,2,1,RETAIL,7.37,131,1.031,1.0,3,Strategic High-Value,0.5039292298348333,-0.41671264069398634
13591000000790,10287,Black Gold Hibiscus Imports FE3,157991702.71,24381.435603395064,606,83,2018-04-30,2025-10-09,681,3,RETAIL,7.44,103,7.301,0.3333,0,Loyal Medium Buyers,8.643944714053251,0.2260019944534665
13591000000800,10292,GreenLeaf Jasmine Distributors,1512928.24,47279.0075,29,21,2018-08-22,2025-10-02,4,2,RETAIL,7.11,110,1.381,0.5,4,High Value One-Off,1.5776793766023587,-1.273151561493741
13591000000804,10294,Oolong Sage Beverages 277,1146840.0,47785.0,15,11,2018-04-30,2019-05-03,2,1,RETAIL,1.01,2454,1.364,1.0,1,High Frequency Buyers,-1.5004250421511476,0.7826520784219544
13591000000808,10296,GreenLeaf Palm Tea Works,7808571.11,11107.498022759602,73,62,2018-05-10,2025-08-11,47,1,RETAIL,7.26,162,1.177,1.0,3,Strategic High-Value,1.4004225175228604,-0.45836104390476634
13591000000810,10297,Darjeeling Magnolia Exports,704800.0,11554.098360655738,48,31,2018-04-30,2025-04-01,7,3,FOOD SERVICE,6.92,294,1.548,0.3333,4,High Value One-Off,2.5619745079544893,-1.8494041869156503
13591000000812,10298,White Pearl Jasmine Distributors,2807724.0,31905.954545454544,79,55,2018-05-15,2024-11-18,10,3,FOOD SERVICE,6.51,428,1.436,0.3333,4,High Value One-Off,2.9962979756432064,-1.8868526002998136
13591000000814,10299,Matcha Cedar Distributors BFA,40752.0,8150.4,3,2,2018-08-07,2018-12-10,5,1,RETAIL,0.34,2598,1.5,1.0,1,High Frequency Buyers,-1.8032415485759246,0.9126197422462813
13591000000816,10300,Darjeeling Bamboo Tea Co. 7AC,6267587.6,50955.996747967474,81,52,2018-04-30,2025-10-10,34,3,RETAIL,7.45,102,1.558,0.3333,4,High Value One-Off,3.308062634746264,-1.9752905571068307
13591000000820,10302,Darjeeling Orchid Holdings,160044.0,7621.142857142857,7,6,2018-04-30,2019-12-12,8,2,FOOD SERVICE,1.62,2231,1.167,0.5,1,High Frequency Buyers,-0.13904960322945947,-0.3190045403111037
