customerid,cuscode,customer,country,risk_band_predicted,prob_high,prob_medium,prob_low,risk_score,risk_bucket,total_outstanding_usd,total_outstanding_lkr,max_overdue_days,avg_overdue_days,invoice_count,receipt_count,debit_note_count,credit_note_count,behaviour_cluster,cluster_name,unique_products,unique_categories,top_category,outstanding_0_30,outstanding_31_60,outstanding_61_90,outstanding_91_plus
12769000002573,12228,Black Gold Palm Distributors F28,SRI LANKA,High,0.9673,0.0327,0.0,96.7,High Risk,7683.708037605982,2291643.5,86,29.666666666666668,15,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,6015.846368359045,1512.8030979888174,155.0585712581201,0.0
12780000004572,12171,Silver Tip Orchid Tea Co.,SRI LANKA,High,0.9417,0.002,0.0563,94.2,High Risk,782.1329931482974,232458.4,29,29.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,4.0,1.0,GLOBAL,782.1329931482974,0.0,0.0,0.0
12799000003587,12536,Golden Bud Willow Trading,SRI LANKA,High,0.9111,0.0259,0.063,91.1,High Risk,102.78903727800248,29602.7,327,207.0,4,0.0,4.0,0.0,1.0,High Frequency Buyers,3.0,1.0,GLOBAL,-10.43733158620446,0.0,0.0,113.22636886420693
12811000003040,12477,TeaLeaf Hibiscus Distributors EB0,SRI LANKA,High,0.8055,0.1069,0.0876,80.6,High Risk,17962.96481751983,5352483.5,97,42.40909090909091,22,0.0,0.0,0.0,3.0,Strategic High-Value,5.0,1.0,GLOBAL,9033.259630729757,5269.348773172497,2833.872589816773,826.4838238008035
12856000002033,11969,Silver Tip Ivy Trading,SRI LANKA,High,0.5433,0.3511,0.1056,54.3,Medium Risk,1240.9534807446662,369012.69999999995,99,34.0,3,0.0,0.0,0.0,4.0,High Value One-Off,14.0,3.0,RETAIL,794.4063698144914,0.0,0.0,446.5471109301747
1292110000847,12880,Assam Jasmine Tea Co. 749,SRI LANKA,Medium,0.1139,0.6981,0.188,11.4,Low Risk,296.5804524373951,88464.0,10,3.3333333333333335,3,0.0,0.0,0.0,4.0,High Value One-Off,6.0,2.0,FOOD SERVICE,296.5804524373951,0.0,0.0,0.0
12934000024644,12315,Oolong Palm Beverages C6C,SRI LANKA,High,0.7248,0.2222,0.053,72.5,High Risk,3773.535659749156,1128328.2,702,183.8181818181818,11,1.0,0.0,0.0,4.0,High Value One-Off,22.0,2.0,RETAIL,3633.5961740172456,0.0,22.3243561919655,117.61512953994463
1294440000949,12839,Silver Tip Cedar Tea Co.,SPAIN,High,0.5873,0.0179,0.3948,58.7,Medium Risk,50223.45759442698,14979226.6,26,26.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,15.0,1.0,FOOD SERVICE,50223.45759442698,0.0,0.0,0.0
1299330000284,12792,Matcha Clover Tea Works E25,SRI LANKA,High,0.9207,0.016,0.0633,92.1,High Risk,195.7018169527833,58250.0,55,55.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,GLOBAL,0.0,195.7018169527833,0.0,0.0
1300770000689,12888,Black Gold Jasmine Imports,LONDON,High,0.7407,0.154,0.1053,74.1,High Risk,14.8,4414.7,34,34.0,1,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,14.8,0.0,0.0
1302110000568,12859,White Pearl Cedar Beverages DAA,SRI LANKA,High,0.8759,0.004,0.1201,87.6,High Risk,43.57985001827002,13000.0,43,43.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,GLOBAL,0.0,43.57985001827002,0.0,0.0
1303770000402,12805,White Pearl Rosewood Imports EF5,SRI LANKA,Low,0.2716,0.0417,0.6868,27.2,Low Risk,178.1165533004561,53100.0,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,7.0,2.0,FOOD SERVICE,178.1165533004561,0.0,0.0,0.0
13115000007510,12305,GreenLeaf Lotus Imports 8D5,SRI LANKA,Medium,0.1616,0.7233,0.1151,16.2,Low Risk,894.5361680459705,267000.0,30,9.6,5,0.0,0.0,0.0,3.0,Strategic High-Value,42.0,1.0,GLOBAL,894.5361680459705,0.0,0.0,0.0
13124000002407,12323,Matcha Bamboo Tea Works 6BA,SRI LANKA,High,0.7862,0.1474,0.0664,78.6,High Risk,12147.509974524795,3608719.0,135,43.52,25,0.0,0.0,0.0,3.0,Strategic High-Value,6.0,1.0,GLOBAL,6384.271144108063,0.0,0.0,5763.2388304167325
1314330000816,12851,Darjeeling Bamboo Tea Co. C33,SRI LANKA,Low,0.1119,0.035,0.8531,11.2,Low Risk,562.1212582549012,168000.0,0,0.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,GLOBAL,562.1212582549012,0.0,0.0,0.0
13146000004027,12276,Oolong Orchid Holdings ED8,SRI LANKA,Low,0.068,0.0304,0.9016,6.8,Low Risk,2082.777884534268,621636.1,1,0.25,8,0.0,0.0,0.0,3.0,Strategic High-Value,44.0,1.0,RETAIL,2082.777884534268,0.0,0.0,0.0
1315110000818,12881,White Pearl Clover Exports,SRI LANKA,High,0.7013,0.2353,0.0634,70.1,High Risk,416.99249009825985,124385.0,4,3.5,2,0.0,0.0,0.0,4.0,High Value One-Off,7.0,2.0,RETAIL,416.99249009825985,0.0,0.0,0.0
13195000004694,12113,Black Gold Hibiscus Beverages,SRI LANKA,High,0.8893,0.1107,0.0,88.9,High Risk,2055.5153773819648,610917.0,219,87.4375,16,0.0,0.0,0.0,0.0,No Sales History,0.0,0.0,Unknown,777.8489372420705,411.08714738737905,411.31605774905165,455.2632350034638
13254000001405,12009,Sencha Cedar Trading,SRI LANKA,High,0.9554,0.0,0.0446,95.5,High Risk,91.781403307995,27075.0,93,93.0,1,1.0,0.0,0.0,3.0,Strategic High-Value,14.0,1.0,GLOBAL,0.0,0.0,0.0,91.781403307995
13259000002536,12131,Ceylon Palm Beverages,SRI LANKA,High,0.9909,0.0,0.0091,99.1,High Risk,89.63973351439654,26668.0,23,23.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,18.0,1.0,GLOBAL,89.63973351439654,0.0,0.0,0.0
1327220000070,12759,Ceylon Hibiscus Distributors 5F0,ITALY,High,0.7168,0.0217,0.2615,71.7,High Risk,1804.050381551898,539013.8,9,9.0,1,2.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,RETAIL,1804.050381551898,0.0,0.0,0.0
13335000001460,11861,TeaLeaf Ivy Distributors,UNITED KINGDOM,High,0.814,0.115,0.071,81.4,High Risk,114067.0193857456,30282756.700000003,1647,863.1111111111111,9,0.0,3.0,0.0,4.0,High Value One-Off,190.0,3.0,FOOD SERVICE,0.0,0.0,0.0,114067.0193857456
13335000001482,11863,Darjeeling Sage Holdings 536,SRI LANKA,Medium,0.1183,0.7549,0.1268,11.8,Low Risk,217.4793744427524,64900.0,3,1.5,2,1.0,0.0,0.0,4.0,High Value One-Off,21.0,3.0,FOOD SERVICE,217.4793744427524,0.0,0.0,0.0
13441000000631,12108,Sencha Ivy Holdings,SRI LANKA,High,0.7934,0.1303,0.0762,79.3,High Risk,1800.2581342737146,533030.5,756,147.2,15,0.0,0.0,0.0,4.0,High Value One-Off,48.0,3.0,FOOD SERVICE,756.314602444703,172.2552586010175,199.8955122441083,671.7927609838857
13441000000642,12109,Assam Orchid Holdings,SRI LANKA,High,0.8197,0.0075,0.1728,82.0,High Risk,584.7023991504014,174420.0,10,10.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,19.0,1.0,RETAIL,584.7023991504014,0.0,0.0,0.0
13504000005526,12041,GreenLeaf Willow Exports FF6,SRI LANKA,High,0.9703,0.0,0.0297,97.0,High Risk,0.4591825613079527,84.3,1871,1871.0,1,1.0,0.0,0.0,3.0,Strategic High-Value,196.0,1.0,GLOBAL,0.0,0.0,0.0,0.4591825613079527
1351440001657,12822,Golden Bud Ivy Exports 1CD,SRI LANKA,High,0.9314,0.0,0.0686,93.1,High Risk,312.4380192943782,92437.4,93,93.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,GLOBAL,0.0,0.0,0.0,312.4380192943782
1352660001454,12868,White Pearl Lotus Exports,SRI LANKA,Low,0.1173,0.0117,0.871,11.7,Low Risk,73.89832754831254,22080.0,0,0.0,1,0.0,0.0,0.0,1.0,High Frequency Buyers,11.0,1.0,RETAIL,73.89832754831254,0.0,0.0,0.0
13530000005657,12571,Golden Bud Hibiscus Holdings,SRI LANKA,High,0.7589,0.1519,0.0891,75.9,High Risk,18937.806611232885,5624564.0,144,65.5,20,0.0,0.0,0.0,4.0,High Value One-Off,174.0,2.0,RETAIL,8663.9323214421,4245.48123722599,1625.3947504278608,4402.998302136934
13534000004142,12138,TeaLeaf Fern Beverages,CAMBODIA,Medium,0.3867,0.4401,0.1732,38.7,Medium Risk,5268.84,1566151.6,157,78.5,2,0.0,0.0,0.0,3.0,Strategic High-Value,6.0,1.0,RETAIL,5257.1,0.0,0.0,11.73999999999978
13564000003657,12153,GreenLeaf Jasmine Exports 2C4,SRI LANKA,High,0.8662,0.0095,0.1243,86.6,High Risk,53.37749178730493,15930.0,38,38.0,1,0.0,0.0,0.0,4.0,High Value One-Off,2.0,2.0,RETAIL,0.0,53.37749178730493,0.0,0.0
13578000000054,11845,White Pearl Hibiscus Holdings,SRI LANKA,High,0.5882,0.0229,0.3889,58.8,Medium Risk,66.12915106911584,19750.0,5,5.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,35.0,1.0,GLOBAL,66.12915106911584,0.0,0.0,0.0
13591000000252,10001,Sencha Fern Distributors,CYPRUS,High,0.7761,0.1229,0.101,77.6,High Risk,96712.8,28820820.3,1014,597.1666666666666,6,0.0,0.0,0.0,4.0,High Value One-Off,201.0,3.0,RETAIL,96580.42,0.0,0.0,132.38000000000466
13591000000260,10005,Sencha Palm Trading,EMIRATES,High,0.6741,0.1615,0.1644,67.4,Medium Risk,148363.16,44133040.9,552,156.67857142857142,28,8.0,0.0,0.0,3.0,Strategic High-Value,29.0,1.0,FOOD SERVICE,113812.36,9711.5,9694.92,15144.38
13591000000264,10007,TeaLeaf Orchid Exports,NEW ZEALAND,Low,0.1152,0.0596,0.8252,11.5,Low Risk,2715609.11,808369535.6,2,0.14814814814814814,27,0.0,1.0,0.0,0.0,Loyal Medium Buyers,507.0,3.0,RETAIL,2715609.11,0.0,0.0,0.0
13591000000268,10009,Assam Orchid Imports,POLAND,Low,0.0283,0.0313,0.9403,2.8,Low Risk,3417863.35,1018153379.5,0,0.0,46,0.0,0.0,0.0,0.0,Loyal Medium Buyers,492.0,2.0,RETAIL,3417863.35,0.0,0.0,0.0
13591000000272,10011,Sencha Maple Distributors,BELIZE,High,0.9083,0.0213,0.0704,90.8,High Risk,79454.11,23666631.0,263,93.25,4,1.0,0.0,0.0,4.0,High Value One-Off,98.0,2.0,RETAIL,55336.29,0.0,0.0,24117.82
13591000000274,10012,Assam Maple Distributors,NEPAL,High,0.9663,0.0207,0.013,96.6,High Risk,1860.7,1860.7,1656,1656.0,1,5.0,2.0,1.0,4.0,High Value One-Off,67.0,2.0,RETAIL,0.0,0.0,0.0,1860.7
13591000000276,10013,Matcha Willow Imports,GREECE,High,0.5826,0.2061,0.2113,58.3,Medium Risk,33500.020000000004,9984545.8,1282,641.0,2,0.0,0.0,0.0,4.0,High Value One-Off,152.0,3.0,FOOD SERVICE,33422.55,0.0,0.0,77.47000000000116
13591000000282,10016,Matcha Cedar Imports,ARMENIA,Medium,0.2257,0.5471,0.2272,22.6,Low Risk,240896.84000000003,71630902.6,46,15.333333333333334,3,0.0,0.0,0.0,4.0,High Value One-Off,95.0,2.0,RETAIL,165656.29,75240.55,0.0,0.0
13591000000284,10017,Black Gold Willow Tea Works,CHILE,High,0.7958,0.1556,0.0486,79.6,High Risk,1921226.79,571393305.7,313,15.65,20,1.0,0.0,3.0,4.0,High Value One-Off,279.0,3.0,RETAIL,1921070.65,0.0,0.0,156.14
13591000000286,10018,White Pearl Maple Tea Co.,SWEDEN,High,0.8709,0.0795,0.0496,87.1,High Risk,187584.33000000002,55849998.099999994,855,420.3333333333333,9,1.0,0.0,0.0,4.0,High Value One-Off,130.0,2.0,FOOD SERVICE,187405.33000000002,0.0,0.0,179.0
13591000000288,10019,Matcha Ivy Exports,SOUTH KOREA,High,0.6947,0.0125,0.2928,69.5,Medium Risk,11363.8,3395095.5,11,11.0,1,0.0,0.0,1.0,4.0,High Value One-Off,73.0,2.0,FOOD SERVICE,11363.8,0.0,0.0,0.0
13591000000290,10020,Assam Cedar Tea Co.,CZECH REPUBLIC,High,0.7578,0.0067,0.2355,75.8,High Risk,424.58,126622.7,19,19.0,1,0.0,0.0,2.0,4.0,High Value One-Off,230.0,3.0,RETAIL,424.58,0.0,0.0,0.0
13591000000294,10022,Golden Bud Rosewood Tea Co.,ITALY,High,0.9635,0.0125,0.024,96.4,High Risk,53584.95,15926111.4,432,267.6666666666667,3,2.0,0.0,0.0,4.0,High Value One-Off,86.0,2.0,RETAIL,52717.6,0.0,0.0,867.3499999999995
13591000000296,10023,Oolong Jasmine Beverages,FIJI,High,0.6041,0.1883,0.2076,60.4,Medium Risk,38750.16,11564566.2,88,48.5,2,0.0,0.0,0.0,4.0,High Value One-Off,106.0,3.0,FOOD SERVICE,38725.16,0.0,25.0,0.0
13591000000300,10025,Darjeeling Bamboo Distributors,MALDIVES,High,0.9422,0.0453,0.0125,94.2,High Risk,278235.81,82386955.0,584,226.73333333333332,15,1.0,0.0,0.0,4.0,High Value One-Off,278.0,2.0,FOOD SERVICE,73787.13,0.0,201.66,204247.02000000002
13591000000302,10026,Golden Bud Jasmine Tea Co.,QATAR,High,0.8666,0.0872,0.0462,86.7,High Risk,374715.05,111469567.3,210,50.77777777777778,9,1.0,0.0,0.0,4.0,High Value One-Off,236.0,3.0,FOOD SERVICE,359723.82999999996,5920.9900000000025,0.0,9070.230000000003
13591000000304,10027,Assam Jasmine Tea Co.,INDONESIA,High,0.5643,0.2215,0.2142,56.4,Medium Risk,159802.15,47646595.4,0,0.0,2,1.0,0.0,0.0,4.0,High Value One-Off,249.0,2.0,FOOD SERVICE,159802.15,0.0,0.0,0.0
13591000000308,10029,Matcha Maple Imports,HUNGARY,High,0.7928,0.1075,0.0997,79.3,High Risk,331064.91,98498169.6,1257,190.125,8,0.0,0.0,1.0,4.0,High Value One-Off,253.0,2.0,FOOD SERVICE,329737.07,0.0,0.0,1327.8400000000004
13591000000312,10031,Oolong Jasmine Exports,ZAMBIA,High,0.7808,0.0,0.2193,78.1,High Risk,6650.0,1932764.0,266,266.0,1,4.0,1.0,0.0,4.0,High Value One-Off,32.0,2.0,RETAIL,0.0,0.0,0.0,6650.0
13591000000316,10033,TeaLeaf Rosewood Imports 371,SAUDI ARABIA,Low,0.0883,0.0223,0.8894,8.8,Low Risk,56820.8,16984953.1,0,0.0,1,0.0,0.0,0.0,4.0,High Value One-Off,4.0,2.0,FOOD SERVICE,56820.8,0.0,0.0,0.0
13591000000318,10034,Oolong Ivy Distributors,JAPAN,High,0.6928,0.1386,0.1686,69.3,Medium Risk,122203.91,36806700.199999996,1300,366.73333333333335,15,0.0,0.0,0.0,4.0,High Value One-Off,219.0,2.0,FOOD SERVICE,110720.03,2548.66,0.0,8935.22
13591000000320,10035,GreenLeaf Hibiscus Imports,THAILAND,High,0.9525,0.0333,0.0142,95.2,High Risk,141611.05,42254400.6,471,189.33333333333334,6,1.0,1.0,0.0,4.0,High Value One-Off,246.0,2.0,FOOD SERVICE,139436.85,0.0,0.0,2174.2
13591000000322,10037,Assam Ivy Tea Works,JORDAN,High,0.902,0.0628,0.0352,90.2,High Risk,78347.89,23370428.3,232,112.5,4,1.0,0.0,0.0,4.0,High Value One-Off,87.0,2.0,FOOD SERVICE,66736.0,11242.5,0.0,369.39
13591000000324,10038,Darjeeling Jasmine Tea Works,EMIRATES,Medium,0.2549,0.6829,0.0622,25.5,Low Risk,30135.39,8944283.3,64,32.0,2,0.0,0.0,0.0,3.0,Strategic High-Value,8.0,1.0,FOOD SERVICE,15122.73,0.0,15012.66,0.0
13591000000332,10042,Sencha Orchid Imports,KOSOVO,High,0.9077,0.0254,0.0669,90.8,High Risk,3480.0,532231.2,2737,2737.0,1,2.0,0.0,1.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,0.0,0.0,3480.0
13591000000334,10043,Golden Bud Hibiscus Distributors 1FF,PHILIPPINES,Low,0.3802,0.1616,0.4582,38.0,Medium Risk,56724.08,16956041.4,2,2.0,1,0.0,0.0,0.0,4.0,High Value One-Off,134.0,2.0,FOOD SERVICE,56724.08,0.0,0.0,0.0
13591000000338,10045,GreenLeaf Orchid Holdings,AUSTRALIA,Medium,0.152,0.7694,0.0786,15.2,Low Risk,3226039.3868026463,959379120.6,76,3.0714285714285716,42,1.0,0.0,0.0,0.0,Loyal Medium Buyers,575.0,4.0,FOOD SERVICE,3223977.8401301806,0.0,2061.546672465923,0.0
13591000000342,10047,Sencha Clover Tea Works,THAILAND,High,0.8672,0.02,0.1128,86.7,High Risk,5811.08,989747.0,3770,2895.5,2,3.0,0.0,0.0,1.0,High Frequency Buyers,1.0,1.0,FOOD SERVICE,0.0,0.0,0.0,5811.08
13591000000344,10048,GreenLeaf Orchid Distributors,CANADA,High,0.8723,0.0442,0.0836,87.2,High Risk,62.44,62.4,1656,1656.0,1,3.0,2.0,1.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,0.0,0.0,62.44
13591000000352,10054,Oolong Bamboo Trading,UNITED STATES,High,0.9075,0.0925,0.0,90.8,High Risk,191190.86,12453895.7,4412,3632.3333333333335,6,1.0,1.0,2.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,0.0,0.0,191190.86
13591000000354,10056,Assam Fern Beverages,FRANCE,High,0.8908,0.006,0.1032,89.1,High Risk,12313.36,3673112.2,2,2.0,1,1.0,0.0,0.0,3.0,Strategic High-Value,36.0,1.0,BULK,12313.36,0.0,0.0,0.0
13591000000356,10057,Darjeeling Clover Trading,KUWAIT,High,0.9105,0.0361,0.0534,91.0,High Risk,360.27,123034.2,2003,1596.5,2,0.0,0.0,0.0,4.0,High Value One-Off,107.0,2.0,FOOD SERVICE,0.0,0.0,0.0,360.27
13591000000358,10058,Black Gold Magnolia Tea Works,OMAN,High,0.9054,0.0178,0.0768,90.5,High Risk,15088.2,4454260.899999999,773,547.0,3,2.0,3.0,0.0,3.0,Strategic High-Value,7.0,1.0,FOOD SERVICE,0.0,0.0,0.0,15088.2
13591000000364,10061,Black Gold Maple Holdings,SEYCHELLES,Low,0.3475,0.0187,0.6338,34.8,Medium Risk,55357.76,16509378.0,0,0.0,1,1.0,0.0,0.0,4.0,High Value One-Off,40.0,2.0,FOOD SERVICE,55357.76,0.0,0.0,0.0
13591000000368,10063,Matcha Willow Beverages,SOUTH AFRICA,High,0.8878,0.0667,0.0455,88.8,High Risk,235897.03000000003,70147754.4,132,28.0,5,1.0,1.0,0.0,4.0,High Value One-Off,232.0,3.0,FOOD SERVICE,222150.36,0.0,0.0,13746.67000000001
13591000000374,10067,Sencha Rosewood Distributors,EMIRATES,High,0.5629,0.03,0.4072,56.3,Medium Risk,237.2799999999988,76542.5,663,663.0,1,0.0,0.0,0.0,3.0,Strategic High-Value,10.0,1.0,FOOD SERVICE,0.0,0.0,0.0,237.2799999999988
13591000000378,10070,Assam Lotus Imports,SINGAPORE,High,0.942,0.0298,0.0282,94.2,High Risk,52157.53139533568,15505447.2,763,332.6666666666667,3,4.0,0.0,0.0,4.0,High Value One-Off,37.0,2.0,FOOD SERVICE,46289.34844180613,0.0,0.0,5868.182953529556
13591000000382,10072,White Pearl Orchid Imports 973,BANGLADESH,High,0.9062,0.077,0.0168,90.6,High Risk,6736.799999999999,516714.50000000006,3654,2987.6666666666665,3,2.0,1.0,2.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,0.0,0.0,6736.799999999999
13591000000384,10073,GreenLeaf Maple Exports,FRANCE,High,0.9725,0.0153,0.0121,97.2,High Risk,108593.49373519242,32412824.2,803,496.6,5,3.0,2.0,2.0,4.0,High Value One-Off,228.0,3.0,FOOD SERVICE,105019.5405335582,0.0,0.0,3573.9532016342187
13591000000386,10074,Darjeeling Jasmine Imports,MALAYSIA,High,0.9335,0.0188,0.0477,93.4,High Risk,18558.57,5499134.899999999,159,120.0,3,6.0,0.0,0.0,4.0,High Value One-Off,30.0,2.0,FOOD SERVICE,0.0,5547.88,0.0,13010.69
13591000000388,10075,Darjeeling Maple Trading 24A,EGYPT,High,0.8805,0.0753,0.0442,88.0,High Risk,1069.7599999999948,318260.6,620,288.0,3,1.0,0.0,0.0,4.0,High Value One-Off,74.0,2.0,RETAIL,0.0,900.0099999999948,0.0,169.75
13591000000392,10078,Ceylon Ivy Tea Works CF4,LEBANON,High,0.7966,0.0935,0.1099,79.7,High Risk,20724.2,6199006.100000001,1176,593.5,2,1.0,1.0,0.0,4.0,High Value One-Off,32.0,2.0,RETAIL,20429.2,0.0,0.0,295.0
13591000000394,10080,Black Gold Bamboo Imports,SINGAPORE,Medium,0.39,0.4128,0.1972,39.0,Medium Risk,192205.91279937577,57213057.6,318,79.75,4,0.0,0.0,0.0,4.0,High Value One-Off,68.0,2.0,RETAIL,192203.241576526,0.0,0.0,2.671222849786963
13591000000396,10081,Oolong Clover Beverages 89E,HONG KONG,Low,0.2233,0.218,0.5587,22.3,Low Risk,91809.65,27384695.5,0,0.0,3,0.0,0.0,0.0,4.0,High Value One-Off,150.0,2.0,FOOD SERVICE,91809.65,0.0,0.0,0.0
13591000000404,10085,Ceylon Bamboo Beverages C07,MALAYSIA,Low,0.2062,0.2993,0.4945,20.6,Low Risk,142246.6882497992,42397011.3,19,6.333333333333333,3,0.0,0.0,0.0,3.0,Strategic High-Value,60.0,1.0,RETAIL,142246.6882497992,0.0,0.0,0.0
13591000000410,10088,Sencha Willow Holdings,DUBAI,High,0.8448,0.1285,0.0267,84.5,High Risk,463896.66000000003,137844565.4,426,123.04545454545455,22,1.0,1.0,0.0,4.0,High Value One-Off,294.0,2.0,FOOD SERVICE,450894.71,1351.75,603.0,11047.200000000004
13591000000420,10093,Herbal Cedar Tea Co. 2E7,SINGAPORE,High,0.84,0.0839,0.076,84.0,High Risk,87611.30350035582,26121050.6,509,111.16666666666667,6,0.0,0.0,0.0,4.0,High Value One-Off,258.0,3.0,FOOD SERVICE,80478.8890720809,84.23383759254692,7037.020650342782,11.15994033959915
13591000000426,10096,White Pearl Orchid Distributors,KALININGRAD,High,0.8055,0.0485,0.146,80.6,High Risk,22854.62,6799295.2,15,15.0,1,0.0,0.0,0.0,4.0,High Value One-Off,23.0,2.0,RETAIL,22854.62,0.0,0.0,0.0
13591000000440,10106,GreenLeaf Clover Holdings,KYRGYZSTAN,High,0.9098,0.02,0.0702,91.0,High Risk,18.88,18.9,1656,1656.0,1,2.0,1.0,1.0,0.0,No Sales History,0.0,0.0,Unknown,0.0,0.0,0.0,18.88
13591000000454,10116,Black Gold Lotus Tea Works,LITHUANIA,High,0.5685,0.1671,0.2643,56.8,Medium Risk,599756.87,178697184.7,0,0.0,6,0.0,0.0,0.0,4.0,High Value One-Off,174.0,3.0,RETAIL,599756.87,0.0,0.0,0.0
13591000000460,10119,GreenLeaf Clover Tea Works,SRI LANKA,Low,0.1497,0.2671,0.5831,15.0,Low Risk,394.56193297435027,117816.0,0,0.0,2,0.0,0.0,0.0,4.0,High Value One-Off,40.0,3.0,FOOD SERVICE,394.56193297435027,0.0,0.0,0.0
13591000000462,10120,Darjeeling Maple Distributors,SRI LANKA,High,0.8397,0.09,0.0702,84.0,High Risk,360050.28276707,107444235.2,713,60.44615384615385,130,6.0,0.0,0.0,0.0,Loyal Medium Buyers,79.0,1.0,RETAIL,343008.7621644633,1862.8488438014874,2124.5926024054284,13054.079156399774
13591000000464,10121,Golden Bud Cedar Tea Works F65,SRI LANKA,High,0.6265,0.2915,0.0821,62.6,Medium Risk,4396.54167353052,1304558.1,173,50.73170731707317,41,0.0,0.0,0.0,4.0,High Value One-Off,55.0,3.0,FOOD SERVICE,2527.5286409620444,552.418386487162,457.23060938165014,859.3640366996628
13591000000466,10122,Golden Bud Bamboo Exports,SRI LANKA,High,0.8797,0.1053,0.015,88.0,High Risk,9036.449711988296,2673877.0,181,57.73076923076923,26,5.0,0.0,0.0,4.0,High Value One-Off,65.0,3.0,FOOD SERVICE,3973.5929464379547,1015.3876442850956,610.8412651796796,3436.6278560855662
13591000000468,10123,Oolong Cedar Tea Works,SRI LANKA,High,0.8647,0.111,0.0242,86.5,High Risk,12288.649776347811,3594893.0,334,206.75,20,2.0,0.0,0.0,4.0,High Value One-Off,32.0,3.0,FOOD SERVICE,1301.9745406619,0.0,2165.641598577101,8821.03363710881
13591000000470,10124,TeaLeaf Lotus Holdings 851,SRI LANKA,High,0.4402,0.1903,0.3694,44.0,Medium Risk,27652.291829499503,8214714.8,163,90.16666666666667,6,0.0,0.0,0.0,4.0,High Value One-Off,199.0,2.0,RETAIL,1916.76086429151,13597.027183680893,0.0,12138.5037815271
13591000000473,10125,Black Gold Fern Tea Works 920,SRI LANKA,High,0.8048,0.1611,0.0342,80.5,High Risk,2793.648796566583,834196.9,1283,362.4166666666667,24,80.0,0.0,0.0,0.0,Loyal Medium Buyers,354.0,3.0,RETAIL,2688.502563450573,0.0,0.0,105.14623311601021
13591000000475,10126,Herbal Lotus Trading,SRI LANKA,High,0.6663,0.2577,0.076,66.6,Medium Risk,9930.55226459735,2950260.6,643,180.52,25,1.0,0.0,2.0,3.0,Strategic High-Value,61.0,1.0,RETAIL,7304.789563245429,1318.7719657592725,0.0,1306.9907355926491
13591000000480,10128,GreenLeaf Jasmine Holdings 71F,SRI LANKA,High,0.8432,0.1195,0.0373,84.3,High Risk,2344.8456583954385,701404.8,548,72.75,8,2.0,0.0,0.0,4.0,High Value One-Off,160.0,3.0,FOOD SERVICE,2140.328307907913,0.0,0.0,204.5173504875256
13591000000486,10131,Matcha Lotus Beverages,SRI LANKA,High,0.8333,0.1483,0.0183,83.3,High Risk,112959.1858181194,33641569.7,534,30.808056872037916,422,13.0,0.0,1.0,2.0,Churned / Inactive,94.0,3.0,RETAIL,99255.82211169823,1181.3288052428088,251.74693099399914,12270.287970184352
13591000000489,10132,Black Gold Lotus Trading 438,SRI LANKA,Medium,0.183,0.7508,0.0662,18.3,Low Risk,539.8154511988429,160896.0,21,10.5,2,1.0,0.0,0.0,4.0,High Value One-Off,38.0,2.0,RETAIL,539.8154511988429,0.0,0.0,0.0
13591000000493,10135,Golden Bud Clover Exports,SRI LANKA,High,0.8568,0.1354,0.0078,85.7,High Risk,448908.31499195675,133719038.9,492,92.79591836734694,98,10.0,0.0,3.0,0.0,Loyal Medium Buyers,130.0,3.0,RETAIL,417012.4656951551,0.0,20423.828294866966,11472.02100193468
13591000000496,10136,Silver Tip Maple Trading AF8,SRI LANKA,Medium,0.2156,0.7112,0.0732,21.6,Low Risk,667.5189578019476,198641.0,10,5.0,2,0.0,0.0,0.0,4.0,High Value One-Off,13.0,3.0,FOOD SERVICE,667.5189578019476,0.0,0.0,0.0
13591000000504,10140,Oolong Bamboo Imports 245,SRI LANKA,Medium,0.3675,0.4283,0.2042,36.8,Medium Risk,407.7876105894906,121540.0,53,17.666666666666668,3,2.0,0.0,0.0,4.0,High Value One-Off,15.0,3.0,FOOD SERVICE,287.5419381872788,120.2456724022118,0.0,0.0
13591000000506,10141,Golden Bud Sage Distributors,SRI LANKA,Medium,0.3565,0.4423,0.2012,35.6,Medium Risk,4762.06199919023,1422534.0,31,17.8,5,0.0,1.0,0.0,3.0,Strategic High-Value,54.0,1.0,RETAIL,4248.600507798719,513.461491391511,0.0,0.0
